fact_id,year,subject_id,date,otp,trial,group,marker,side,joint,variable,units,protocol,value_x,value_y,value_z
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,36.09796485900879,9.832231035232544,9.937816619873049
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,35.42701759338379,10.049084663391112,8.691882610321045
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,34.68051273345947,10.21782808303833,7.283760685920717
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,33.79759689331055,10.384162559509278,6.093508262634278
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,32.76435276031494,10.556441230773926,5.355648956298828
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,31.6364164352417,10.71130807876587,5.003256931304932
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,30.471308231353763,10.820592975616456,4.86685917377472
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,29.317374877929687,10.869288330078126,4.749450130462646
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,28.19670280456543,10.865454978942871,4.522527823448181
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,27.102630462646484,10.837822818756104,4.173099765777589
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,26.00675807952881,10.82587200164795,3.811119096279145
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,24.884086227417,10.852622413635254,3.577851915359497
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,23.72489534378052,10.921122741699218,3.5724034118652344
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,22.534899063110352,11.018669109344485,3.836894483566284
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,21.33255056381226,11.124803657531736,4.357051780223845
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,20.14719497680664,11.218581504821778,5.08036989212036
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,19.0131573677063,11.286332607269289,5.903989791870117
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,17.953919525146485,11.32561222076416,6.721541776657103
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,16.98583257675171,11.335506925582886,7.45750259876251
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,16.116251335144046,11.311925468444825,8.065651397705077
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,15.345715684890749,11.24382451057434,8.528145627975464
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,14.676512145996096,11.107515811920168,8.840746116638183
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,14.094798946380616,10.883456087112428,9.038382263183593
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,13.57723503112793,10.565559921264647,9.180208778381347
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,13.098964338302611,10.157778720855712,9.334874696731568
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,12.634293956756592,9.677720355987548,9.572737369537354
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,12.164493703842163,9.152299690246585,9.9457218170166
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,11.682879447937012,8.612016410827637,10.484045600891111
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,11.198648109436036,8.085724377632141,11.15237096786499
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,10.726090354919435,7.589976253509524,11.891867485046385
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,10.277081613540652,7.133178420066836,12.639369783401486
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,9.857259368896486,6.717345046997071,13.333741378784175
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,9.465032300949098,6.339479007720947,13.923675937652588
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,9.093427467346192,5.995110759735107,14.354965057373049
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,8.726157531738282,5.671712470054628,14.620127143859865
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,8.3457287979126,5.360794219970704,14.726866188049316
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,7.932187795639039,5.058174729347229,14.70006308555603
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,7.464089069366458,4.764047298431398,14.583830127716066
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,6.921363558769229,4.481060900688172,14.435618295669556
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,6.278716621398928,4.210531826019288,14.322035675048827
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,5.545327792167665,3.940982401371002,14.280556049346924
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,4.736831426620483,3.6488884687423706,14.3135666847229
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,3.880937514305119,3.296705610752108,14.393525676727297
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,3.013103351593021,2.836172676086427,14.473294944763184
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,2.1704028081893934,2.214585204124452,14.49715563774109
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,1.394321068525319,1.363108736276633,14.38966205596924
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,0.7032293438911469,0.2864383846521436,14.103360557556154
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,0.1146637076139468,-1.0017429876327468,13.584827957153324
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,-0.3524559621512881,-2.457784081697461,12.791975955963135
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,-0.6714457952976225,-4.013625154495239,11.711663417816162
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,-0.7995655500888823,-5.58568205356598,10.37703451156616
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,-0.6658088803291353,-7.075048065185533,8.896362686157241
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,-0.2468202452361633,-8.4124083995819,7.461081800460827
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,0.4885681256651817,-9.545174789428703,6.2519538211822585
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,1.5526784646511014,-10.438018417358396,5.421293630599979
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,2.936625428199762,-11.071306648254392,5.058826160430909
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,4.620183682441707,-11.428301906585691,5.195358586311339
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,6.56057099342346,-11.498109893798828,5.792886600494384
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,8.670583815574647,-11.312076082229614,6.723504023551941
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,10.88445262908936,-10.87968837738037,7.908347549438479
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,13.140426521301247,-10.213334274292,9.29025713920592
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,15.388853931426986,-9.330859184265144,10.833279800415028
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,17.595830364227282,-8.250585780143744,12.51406844139098
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,19.7504280090332,-7.012607402801519,14.287456779479973
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,21.86417798995971,-5.677605352401738,16.07984451293945
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,23.949004859924315,-4.295944790840151,17.81223274230957
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,26.011512756347656,-2.9170884490013123,19.40331506729126
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,28.049133834838845,-1.5868446350097798,20.78113441467284
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,30.04965009689329,-0.3550512361526593,21.86802070617675
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,32.00450431823729,0.7373004543781204,22.61960750579833
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,33.91985076904296,1.6661259782314248,23.02390790939331
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,35.81393814086913,2.407890319824216,23.058130264282227
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,37.715051803588864,2.946726980209349,22.70728603363037
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,39.65007308959961,3.275845546722412,21.9728133392334
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,41.6320987701416,3.382673954963684,20.861762771606447
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,43.63449249267578,3.291116781234741,19.4727587890625
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,45.599510574340805,3.031562697887424,17.935066127777116
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,47.44905754089354,2.627179703712468,16.380688762664807
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,49.09403099060057,2.100635972023014,14.940050630569468
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,50.44649581909179,1.4739148044586217,13.724053421020514
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,51.38948459625244,0.7644753845036059,12.845515565872194
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,51.89213485717774,0.0046425417065639,12.321845054626465
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,51.951953163146975,-0.7807662221789352,12.126163101196289
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,51.59582504272461,-1.5758483791351223,12.18319595336914
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,50.8977657699585,-2.3763681328296578,12.346543598175048
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,49.97830757141114,-3.1907927083969043,12.397393550872804
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,49.00131092071534,-4.038684833049768,12.001316022872931
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,48.14308181762696,-4.922185211181636,10.940759239196788
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,47.51311466217041,-5.814562149047847,9.130031147003184
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,47.154035568237305,-6.647638330459593,6.674059152603157
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,47.040987701416014,-7.309801230430602,3.887373881340031
34W32QC83RVMGLJFY55|2016-09-27,2016,1T5IA77E6HNZMVG75WMBL35KVPF4D5NUHSGTVV5TUHEV47D1G8,2016-09-27,SIN_OTP,14,POINT,Angles,R,Hip,HipAngles,deg,M,47.10205841064453,-7.659483432769775,1.2362233400344849
3509RNX1ZQXJP1KE6SO|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Powers,L,Hip,HipPower,W,M,0.0,0.0,-0.2525728106498718
3509RNX1ZQXJP1KE6SO|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Powers,L,Hip,HipPower,W,M,0.0,0.0,0.2700042068958284
3509RNX1ZQXJP1KE6SO|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Powers,L,Hip,HipPower,W,M,0.0,0.0,0.3665065467357635
3509RNX1ZQXJP1KE6SO|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Powers,L,Hip,HipPower,W,M,0.0,0.0,0.5895467996597303
3509RNX1ZQXJP1KE6SO|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Powers,L,Hip,HipPower,W,M,0.0,0.0,0.8094025731086733
3509RNX1ZQXJP1KE6SO|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Powers,L,Hip,HipPower,W,M,0.0,0.0,0.8339819550514217
3509RNX1ZQXJP1KE6SO|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Powers,L,Hip,HipPower,W,M,0.0,0.0,0.6941055893898005
3509RNX1ZQXJP1KE6SO|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Powers,L,Hip,HipPower,W,M,0.0,0.0,0.5504922866821289
