fact_id,year,subject_id,date,otp,trial,group,marker,side,joint,variable,units,protocol,value_x,value_y,value_z
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,49.87521095275926,-2.848133838176569,-25.63446369171136
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,109.12813980102582,16.346721744537483,-15.358080387115386
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,151.8252366638186,26.369361820220973,-3.3497385978697585
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,175.78452270507833,29.307117309570337,9.613819980621464
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,199.5659031677249,34.50666648864754,22.457584285736207
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,231.9065277099607,41.55814323425288,33.669669151306074
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,267.078689575195,44.57222137451172,43.60309722900384
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,318.06338256835903,43.96380737304688,55.163987121581954
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,396.4168356323238,41.61571586608889,70.00289268493644
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,473.0146405029294,34.27427566528325,85.1296977233886
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,507.12110595703126,22.88827047348026,94.581241607666
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,489.8755285644533,17.188744201660164,94.59966461181642
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,390.0791116333011,24.835570011138888,79.63223045349126
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,179.7927694702152,37.41586254119871,48.00099014282232
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,-155.32810192108127,50.71548019409178,-6.51603511810298
1CT4N2QMHHMQ65OLACQ|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,R,Hip,HipMoment,Nmm,M,-483.3153381347656,93.3588638305664,-76.2665786743164
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-257.7018615722656,-60.66180953979492,-18.499106216430665
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-170.74697265625008,-163.74847106933595,36.32491989135743
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-203.78033447265625,-160.09095764160156,34.24064254760742
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-276.89478149414106,-143.13976440429676,20.85304107666007
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-337.4268737792969,-127.31907348632812,8.387401676177973
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-317.148382568359,-127.55109863281254,10.710079288482715
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-243.79492797851532,-136.25225524902345,20.81719360351565
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-181.97152709960932,-139.8721466064453,26.59123420715332
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-137.94773406982438,-141.76705932617188,28.60956573486328
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-109.16930694580074,-145.96132812500002,29.184405899047825
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-117.46613311767592,-147.0482666015625,25.196617507934533
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-144.1226379394532,-147.76971740722658,21.27386665344238
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-158.10546875,-151.98133850097656,21.820953369140625
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-141.25876770019542,-154.446240234375,26.703337478637675
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-91.9325378417961,-152.1813598632812,33.94751510620126
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-14.681678771972074,-141.28726806640614,41.48063278198247
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,59.44251022338888,-117.01366577148428,44.63301696777344
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,100.33226776123048,-83.23663330078125,41.6192626953125
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,98.76063385009768,-46.74037170410169,34.19391784667972
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,102.88077239990278,-13.146898555755286,27.12556381225581
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,170.75051727294988,16.81427545547506,24.97553787231445
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,304.547875976563,41.632685089111405,31.01741447448734
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,422.5139770507813,58.95651626586914,40.182579040527344
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,436.5744201660152,67.60631256103524,40.98805313110345
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,325.7651611328102,69.85415344238277,25.649293136596373
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,73.50089721679484,63.56750793457025,-5.846778488159423
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-157.7253234863286,55.08298187255857,-30.41918869018557
1IS23X3HH1TI5P28Y39|2016-09-16,2016,SOS20IZMYU7F4VFJV1GOQBNHE0QH2DWUJBLHVLIVALE6F8ESV,2016-09-16,SIN_OTP,1,POINT,Moments,L,Hip,HipMoment,Nmm,M,-175.923583984375,43.8834114074707,-22.554737091064453
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,63.15849418640137,-17.557609329223634,-42.371400871276855
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,63.36349723815918,-17.920099868774415,-42.078202667236326
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,63.558426208496094,-18.16388883590698,-41.20331027984619
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,63.6814291381836,-18.21757453918457,-39.78599212646484
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,63.66776123046875,-18.01186285018921,-37.93377113342285
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,63.44955947875977,-17.478258628845214,-35.8287239074707
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,62.9453406906128,-16.544672412872316,-33.808080520629886
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,62.24967254638672,-15.376315078735352,-32.11195281982422
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,61.44470268249512,-14.099503345489502,-30.842567081451417
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,60.62145843505859,-12.845899772644044,-30.03765869140625
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,59.863162498474125,-11.734117994308471,-29.67814201354981
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,59.23086944580079,-10.861455841064457,-29.710348587036133
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,58.71138790130615,-10.258895339965822,-30.01138883590698
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,58.20561714172364,-9.807700023651124,-30.39256797790528
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,57.64931831359864,-9.431045770645142,-30.76464500427246
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,56.99374557495117,-9.05845600128174,-31.06652412414551
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,56.20969627380372,-8.633248815536499,-31.2661699295044
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,55.28308288574219,-8.11434129714966,-31.355725860595705
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,54.23912368774414,-7.504081020355225,-31.35680980682373
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,53.1306999206543,-6.85269994735718,-31.30005874633789
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,51.98408435821533,-6.195525813102722,-31.196003093719483
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,50.82091453552246,-5.5638780975341815,-31.054590187072755
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,49.65795539855957,-4.981998147964478,-30.88823230743408
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,48.51031600952149,-4.470610351562501,-30.724391021728515
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,47.39372444152832,-4.026842474937439,-30.62625026702881
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,46.31408607482911,-3.631281595230104,-30.64340072631836
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,45.2773197555542,-3.2738253140449523,-30.819607257843018
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,44.28572097778321,-2.946993207931519,-31.18668190002441
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,43.33754043579101,-2.646978230476379,-31.76031820297241
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,42.430931091308594,-2.379460954666138,-32.5549596786499
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,41.548047637939455,-2.1494292640686035,-33.495455513000486
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,40.67205230712891,-1.952375545501709,-34.49261260986328
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,39.78856922149659,-1.7804229009151464,-35.47719036102295
22UUS483VBV4M14G2YP|2016-10-06,2016,1KUCI5Q2K8BYL2AN2Y53DJ2175OOJB5UN1GZWWK8UZEUMX4C8U,2016-10-06,SIN_OTP,2,POINT,Angles,L,Hip,HipAngles,deg,M,38.88372596740723,-1.6193670201301578,-36.38558082580566
